iter	Logloss
309	0.04601089903
310	0.04590713401
311	0.04577433803
312	0.04565758796
313	0.04543348059
314	0.04528724356
315	0.04515971602
316	0.04500529791
317	0.0448324962
318	0.04468897766
319	0.04453706691
320	0.04444793595
321	0.04429908829
322	0.044142947
323	0.04395849381
324	0.0437468349
325	0.04357711312
326	0.04343987111
327	0.04332869861
328	0.04318263295
329	0.04306158998
330	0.04290506985
331	0.04278849057
332	0.04264544238
333	0.04245151331
334	0.04231595775
335	0.0421623577
336	0.042050042
337	0.04192598433
338	0.04172705902
339	0.04156858668
340	0.04143089739
341	0.04135087707
342	0.0412309818
343	0.0410823673
344	0.04096704767
345	0.04084101665
346	0.04075654192
347	0.04061874715
348	0.04053068803
349	0.04031949765
350	0.04026916099
351	0.04015625517
352	0.03999292834
353	0.03979867049
354	0.0396900605
355	0.03959186076
356	0.03947991453
357	0.03940195244
358	0.03928392583
359	0.03918840683
360	0.03907473352
361	0.03892086387
362	0.03884928986
363	0.03876990927
364	0.03868442171
365	0.03856269667
366	0.03845668039
367	0.03828597604
368	0.03818876188
369	0.03807665248
370	0.03791270469
371	0.03781566626
372	0.03767787694
373	0.03761575882
374	0.03756600728
375	0.03743444545
376	0.03736287733
377	0.03727530489
378	0.03719098566
379	0.03711290873
380	0.03700132787
381	0.03687205255
382	0.03673843382
383	0.03663828385
384	0.03655006704
385	0.03647818293
386	0.03639535123
387	0.03623961466
388	0.03616747964
389	0.03608442092
390	0.03601197035
391	0.03590308679
392	0.03583222931
393	0.03575032678
394	0.03567243898
395	0.03563894907
396	0.03553030626
397	0.03542573874
398	0.03535625505
399	0.03527705265
400	0.03521516047
401	0.03513575904
402	0.03508563285
403	0.03500367546
404	0.03496021159
405	0.03488162059
406	0.034795594
407	0.03467762346
408	0.03460243652
409	0.03454370609
410	0.03448699634
411	0.03441584549
412	0.03433559262
413	0.0341701248
414	0.03410307078
415	0.03401591515
416	0.03391979573
417	0.03380771307
418	0.03368630265
419	0.03358049381
420	0.03350133476
421	0.03340603598
422	0.03334533358
423	0.0332331793
424	0.03316662389
425	0.03305006761
426	0.03293107994
427	0.03285472367
428	0.03271613114
429	0.0326383851
430	0.03256663354
431	0.03250695809
432	0.0323929002
433	0.03225351069
434	0.03216948452
435	0.03204331764
436	0.03197818326
437	0.03190030853
438	0.03178310637
439	0.03169513927
440	0.03159704705
441	0.031480496
442	0.0314006126
443	0.03132070114
444	0.03123705911
445	0.03116011157
446	0.03107672231
447	0.03104700547
448	0.0309930769
449	0.03092895672
450	0.03084707112
451	0.03079220703
452	0.03070145125
453	0.03062186705
454	0.03057363631
455	0.03048762336
456	0.03041870831
457	0.0303658027
458	0.03033616851
459	0.03031037016
460	0.03021514271
461	0.03009482213
462	0.03005741907
463	0.02996241589
464	0.02992810792
465	0.02982471891
466	0.02969939489
467	0.02961483376
468	0.02953669962
469	0.02947891316
470	0.02942752288
471	0.02935316534
472	0.02926539752
473	0.02920519839
474	0.0291336133
475	0.02906548152
476	0.02901537542
477	0.02894430062
478	0.02890061889
479	0.0288322438
480	0.02877538658
481	0.0287068372
482	0.02865354855
483	0.02860442613
484	0.02855180823
485	0.02847621967
486	0.02842898966
487	0.02837279798
488	0.02829989881
489	0.02822145915
490	0.02816551798
491	0.02808574673
492	0.02802930142
493	0.02797529957
494	0.02791128858
495	0.02784027847
496	0.02777225441
497	0.0277332077
498	0.0276639773
499	0.02762488486
500	0.02756407424
501	0.02751193746
502	0.02743821053
503	0.02739031269
504	0.02732319211
505	0.0272567242
506	0.02719501539
507	0.02711176157
508	0.02701686516
509	0.02692678777
510	0.02685769342
511	0.02684031126
512	0.02679487801
513	0.02669267287
514	0.02664154896
515	0.02661682049
516	0.02652374301
517	0.02646771369
518	0.02641788484
519	0.02639169364
520	0.0263170666
521	0.02623546555
522	0.02618935478
523	0.02612540381
524	0.02607205207
525	0.02598618004
526	0.02592228022
527	0.02586789107
528	0.02579578854
529	0.0257363303
530	0.02563425231
531	0.02558963017
532	0.02554102062
533	0.02545008253
534	0.02540603423
535	0.02534238706
536	0.02530075031
537	0.02523102223
538	0.02517491634
539	0.0251168926
540	0.02507057157
541	0.02501351003
542	0.02499181489
543	0.02492300933
544	0.02489017164
545	0.02484202837
546	0.02476343199
547	0.02469582129
548	0.02462965206
549	0.02454243017
550	0.02448959267
551	0.02443579
552	0.02438869463
553	0.02434279975
554	0.02428419573
555	0.02421898266
556	0.02417238723
557	0.02410532474
558	0.02406769667
559	0.02402156365
560	0.02397305837
561	0.02390028442
562	0.02382507485
563	0.02380950419
564	0.02372213823
565	0.02362879429
566	0.02358304162
567	0.02350611137
568	0.02345915759
569	0.02342738307
570	0.02337625603
571	0.02334019267
572	0.02328404913
573	0.02324225256
574	0.02320662889
575	0.02314034887
576	0.02308077504
577	0.02304320004
578	0.02303158951
579	0.02293546004
580	0.0229028386
581	0.02285330734
582	0.02281470312
583	0.02276431688
584	0.0227196326
585	0.02269105165
586	0.02264373844
587	0.02261959701
588	0.02255193215
589	0.02251516037
590	0.02246209031
591	0.02240334503
592	0.02236016125
593	0.02232712801
594	0.02227803927
595	0.02222181134
596	0.02217136805
597	0.02214013864
598	0.02209001988
599	0.02205170278
600	0.02200407049
601	0.02193757472
602	0.0218788565
603	0.02180594449
604	0.02177435425
605	0.02175259562
606	0.02169454013
607	0.02164289704
608	0.02158799042
609	0.02153264889
610	0.0214906469
611	0.02143924947
612	0.02137610062
613	0.02131431635
614	0.02127385835
615	0.02125215877
616	0.02121639231
617	0.02118489057
618	0.02114379424
619	0.02109732286
620	0.02104794974
621	0.02099540738
622	0.02092283421
623	0.02089571187
624	0.02081677093
625	0.02078376791
626	0.02073671487
627	0.02069404066
628	0.02067035745
629	0.02061497287
630	0.02056463248
631	0.0205037061
632	0.02044883665
633	0.0204222169
634	0.02037577322
635	0.0203409578
636	0.02029401973
637	0.02025640843
638	0.02021816517
639	0.02018317694
640	0.02014261762
641	0.02007885659
642	0.02002460187
643	0.01997613995
644	0.01994956163
645	0.0199258981
646	0.01986394243
647	0.01981134563
648	0.01976988553
649	0.01971061516
650	0.01968868479
651	0.0196532047
652	0.01961598489
653	0.01956902049
654	0.01952733504
655	0.01949535296
656	0.01946629249
657	0.01939733426
658	0.01934079829
659	0.0192907663
660	0.01926904245
661	0.01922370136
662	0.01918715294
663	0.01912007402
664	0.019082057
665	0.01904007996
666	0.01900517602
667	0.01894684613
668	0.01891423366
669	0.01886150164
670	0.01883600408
671	0.01877566425
672	0.01871328115
673	0.01867308653
674	0.01862827243
675	0.01860008601
676	0.01856527787
677	0.01852790631
678	0.01849445845
679	0.01845207747
680	0.01839326543
681	0.01836585681
682	0.01832841784
683	0.01831194249
684	0.01826935819
685	0.01822561449
686	0.01819826394
687	0.01814758432
688	0.01810877661
689	0.01806616654
690	0.01804829289
691	0.0180245192
692	0.01800308382
693	0.01797698328
694	0.01795940532
695	0.01792950473
696	0.01787704002
697	0.01786163627
698	0.01779923204
699	0.01775261613
700	0.0177045084
701	0.01766657395
702	0.01763540075
703	0.01759988793
704	0.01755873862
705	0.01752488394
706	0.01747999178
707	0.01746899207
708	0.01741983305
709	0.01738642505
710	0.01735146486
711	0.01732155377
712	0.01729787206
713	0.01725268225
714	0.01720138705
715	0.01714462345
716	0.01710366467
717	0.0170670012
718	0.01703521279
719	0.01700246296
720	0.01698111379
721	0.01693510881
722	0.01689170702
723	0.01685135012
724	0.01682603469
725	0.01680579978
726	0.0167749318
727	0.01675160648
728	0.01672634876
729	0.01670454993
730	0.01667408073
731	0.01663072132
732	0.0166069961
733	0.01657775076
734	0.01654313205
735	0.01650168772
736	0.01647978628
737	0.01646110662
738	0.01643404973
739	0.01640187739
740	0.01638042066
741	0.01633007226
742	0.0162895446
743	0.01626245683
744	0.01623896898
745	0.01619859678
746	0.01616597671
747	0.01613675611
748	0.0161109322
749	0.01608082734
750	0.01602806199
751	0.0160014203
752	0.01597034461
753	0.01594293516
754	0.01590644465
755	0.0158856174
756	0.01583943809
757	0.01582208451
758	0.01580000189
759	0.01577410132
760	0.01573404446
761	0.01569340078
762	0.01566025827
763	0.01564245201
764	0.01561574838
765	0.0155985687
766	0.01557421649
767	0.01555178845
768	0.01551767518
769	0.01547269763
770	0.01545175974
771	0.01543029238
772	0.01540159436
773	0.01534957478
774	0.01532902796
775	0.01530304879
776	0.01527545559
777	0.01525645799
778	0.01523056068
779	0.01520781021
780	0.01518938844
781	0.01516770846
782	0.01513902127
783	0.01510807064
784	0.01508044582
785	0.01505167937
786	0.01502092596
787	0.01499473159
788	0.01497384249
789	0.01492811375
790	0.01489464248
791	0.01486247404
792	0.01483869247
793	0.01481281748
794	0.01478270029
795	0.01474040181
796	0.0147186709
797	0.01469898907
798	0.01466661209
799	0.01463773783
800	0.01462172021
801	0.01459183031
802	0.01457202388
803	0.01454615307
804	0.01452611472
805	0.01450546194
806	0.01447610753
807	0.01445550089
808	0.01444620969
809	0.01442260648
810	0.01439649941
811	0.01435719504
812	0.0143177478
813	0.01429946472
814	0.01425974342
815	0.01422367204
816	0.0141874633
817	0.01415070328
818	0.0141134395
819	0.01408553352
820	0.0140656985
821	0.01404028109
822	0.01402072488
823	0.01399684721
824	0.01397747753
825	0.01396023993
826	0.01394387049
827	0.01392741486
828	0.01390887721
829	0.01387436838
830	0.0138528295
831	0.0138445391
832	0.01381890386
833	0.01379680733
834	0.01377264168
835	0.01375690523
836	0.01372285452
837	0.01370518607
838	0.01367488071
839	0.01364243355
840	0.01361840829
841	0.01359797303
842	0.01357693051
843	0.01356859723
844	0.01354673623
845	0.01351485466
846	0.01348760353
847	0.01346716668
848	0.01344870511
849	0.01343370333
850	0.01340982469
851	0.01339891628
852	0.01336990858
853	0.01334020563
854	0.01332311608
855	0.01330758583
856	0.01327783504
857	0.01325498116
858	0.0132331355
859	0.01321041714
860	0.0131981002
861	0.01318083271
862	0.01314899958
863	0.01311097952
864	0.01308324161
865	0.01306149575
866	0.013042517
867	0.01302571931
868	0.01297942648
869	0.01295800176
870	0.01294229172
871	0.0129156865
872	0.01287832682
873	0.01285558799
874	0.01284078961
875	0.01282474933
876	0.01280172339
877	0.01278957498
878	0.01275761081
879	0.01272335801
880	0.01270222529
881	0.01268234734
882	0.01264959048
883	0.01262351032
884	0.01261158764
885	0.01260170746
886	0.01257064551
887	0.01254982872
888	0.0125238142
889	0.01249162761
890	0.01247464083
891	0.01246345141
892	0.01244456072
893	0.01243029663
894	0.01241164954
895	0.01239623573
896	0.01237699352
897	0.01234430242
898	0.01233186199
899	0.01230128485
900	0.01228787955
901	0.01226864721
902	0.01225529104
903	0.01223562099
904	0.01221954207
905	0.01219782378
906	0.01217391055
907	0.0121506916
908	0.01212071309
909	0.01209695666
910	0.01207224868
911	0.01204913301
912	0.01202789848
913	0.01201629531
914	0.0120036634
915	0.01198014575
916	0.01196183084
917	0.01193657918
918	0.01191965348
919	0.01189606233
920	0.01187306651
921	0.01185699251
922	0.01182354845
923	0.01180998801
924	0.01179664122
925	0.01178059338
926	0.01175887313
927	0.01174108258
928	0.01171256645
929	0.01170153193
930	0.01167407624
931	0.01165143348
932	0.01163112658
933	0.01161804399
934	0.0116056741
935	0.01158812592
936	0.01155967289
937	0.01153822033
938	0.01152212284
939	0.01150174879
940	0.01147955482
941	0.01145567021
942	0.01143466369
943	0.01141779827
944	0.01140226843
945	0.01139458223
946	0.01136880107
947	0.01134516128
948	0.01133174145
949	0.01130862599
950	0.01129159494
951	0.01127832093
952	0.01125050169
953	0.01123630432
954	0.0112220632
955	0.01121033424
956	0.01119524928
957	0.01116713756
958	0.0111478324
959	0.01113062538
960	0.01111243303
961	0.01110049966
962	0.01107522176
963	0.01105727433
964	0.01103041319
965	0.01101161136
966	0.01099000564
967	0.01096402137
968	0.01094501732
969	0.01092647777
970	0.01090671995
971	0.01088508489
972	0.01087069851
973	0.01086080975
974	0.01083838987
975	0.01083088589
976	0.01081619975
977	0.01079496421
978	0.01077676856
979	0.01076063806
980	0.01073507883
981	0.01071134098
982	0.01070014445
983	0.01067928812
984	0.01065593349
985	0.01062827728
986	0.0106102492
987	0.01059661165
988	0.01058394413
989	0.01057044864
990	0.01055701036
991	0.01054710301
992	0.01053659899
993	0.010520358
994	0.01050309657
995	0.01047815624
996	0.01047215888
997	0.01045076822
998	0.01043780475
999	0.01042626107
